"Facility_hydroid","Facility","Use_Type","Locality","FIPS_code","dh_geofield"
73442,"BROOKNEAL WTP","municipal","Campbell",51031,"POINT (-78.952222222222 37.068055555556)"
73443,"FERRUM WATER TREATMENT PLANT","municipal","Franklin County",51067,"POINT (-80.012777777778 36.919722222222)"
73444,"GLOUCESTER PLANT","mining","Goochland",51075,"POINT (-76.6175 37.461111111111)"
73446,"OAK RIDGE SERVICE AREA","municipal","Prince William",51153,"POINT (-77.423333333333 38.6775)"
73447,"BRODNAX SERVICE AREA","municipal","Brunswick",51025,"POINT (-78.036944444444 36.705)"
73448,"BOYDTON SERVICE AREA","municipal","Mecklenburg",51117,"POINT (-78.3875 36.666666666667)"
73449,"AUGUSTA SPRINGS SERVICE AREA","municipal","Augusta",51015,"POINT (-79.319831321397 38.102011412835)"
73450,"WAYNESBORO (Augusta Lumber)","manufacturing","Waynesboro",51820,"POINT (-78.878428 38.076224)"
73451,"HIDDEN VALLEY COUNTRY CLUB","commercial","Salem",51775,"POINT (-80.049722222222 37.261666666667)"
73452,"COURSEY SPRING FISHERIES","agriculture","Bath",51017,"POINT (-79.580555555556 38.179166666667)"
73453,"MIDLOTHIAN QUARRY","mining","Chesterfield",51041,"POINT (-77.627777777778 37.432777777778)"
73454,"DEEP MINE 35","mining","Russell",51167,"POINT (-82.223055555556 36.966666666667)"
73455,"DAYTON SERVICE AREA","municipal","Rockingham",51165,"POINT (-78.94 38.413888888889)"
73457,"FOREST CENTRAL SERVICE AREA","municipal","Bedford County",51019,"POINT (-79.261111111111 37.45)"
73459,"USFS-GWNF AUGUSTA SP DUCK POND","agriculture","Augusta",51015,"POINT (-79.310555555556 38.109722222222)"
73461,"M GLENN HUTCHERSON","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73463,"DOUTHAT STATE PARK","commercial","Bath",51017,"POINT (-79.797222222222 37.908333333333)"
73465,"DIAMOND GROVE FARM INC","irrigation","Brunswick",51025,"POINT (-99 -99)"
73466,"NATURAL TUNNEL STATE PARK","commercial","Scott",51169,"POINT (-82.743333333333 36.702222222222)"
73467,"BEECHWOOD SERVICE AREA","municipal","Bedford County",51019,"POINT (-79.660555555556 37.1425)"
73468,"WOODLAWN \ WALSINGHAM FARMS","irrigation","King George",51099,"POINT (-77.149689 38.171553)"
73469,"DULLES READY MIX  PLANT","manufacturing","Loudoun",51107,"POINT (-77.447777777778 38.981111111111)"
73470,"Christians Creek Holsteins, inc","irrigation","Augusta",51015,"POINT (-79.093606 38.0355149)"
73471,"CENTREVILLE PLT","manufacturing","Fairfax County",51059,"POINT (-77.497222222222 38.824444444444)"
73472,"DULLES PLANT","manufacturing","Loudoun",51107,"POINT (-77.450833333333 38.986944444444)"
73473,"EISENHOWER PLANT","manufacturing","Alexandria",51510,"POINT (-77.061111111111 38.798888888889)"
73475,"ALBEMARLE CO STONEY PT SUBDIV","municipal","Albemarle",51003,"POINT (-78.490277777778 37.814444444444)"
73476,"CRAIGHEAD UTILITY SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.987777777778 37.213333333333)"
73477,"SS RESEARCH FARM","irrigation","New Kent",51127,"POINT (-99 -99)"
73480,"VIRGINIAN GOLF CLUB COURSE","commercial","Washington",51191,"POINT (-82.093333333333 36.625277777778)"
73481,"ELKTON SERVICE AREA","municipal","Rockingham",51165,"POINT (-78.619444444444 38.409722222222)"
73482,"BRIDGEWATER WTP","municipal","Rockingham",51165,"POINT (-78.983333333333 38.388888888889)"
73483,"MARINERS LANDING COUNTRY CLUB, LLC","commercial","Bedford County",51019,"POINT (-79.571944444444 37.086388888889)"
73484,"GLASGOW SERVICE AREA","municipal","Rockbridge",51163,"POINT (-79.458055555556 37.6325)"
73485,"BUENA VISTA PLANT (Modine)","manufacturing","Buena Vista",51530,"POINT (-79.359722222222 37.727777777778)"
73488,"TOWER ROAD SERVICE AREA","municipal","Carroll",51035,"POINT (-80.734985 36.767756)"
73489,"PLAIN DEALING FARM","irrigation","Hanover",51085,"POINT (-0 0)"
73490,"CREEKSIDE FARMS INC","irrigation","Rockingham",51165,"POINT (-99 -99)"
73491,"OAK GROVE SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.035 37.246388888889)"
73492,"CASTLE ROCK SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.025833333333 37.226666666667)"
73494,"I-64 C'Ville West","municipal","Albemarle",51003,"POINT (-78.629306 38.034933)"
73495,"I-85 Brunswick South","municipal","Brunswick",51025,"POINT (-77.837976 36.865312)"
73499,"VIENNA SERVICE AREA","municipal","Fairfax County",51059,"POINT (-77.264722222222 38.901111111111)"
73500,"THE WATER FRONT - GOLF COURSE","commercial","Franklin County",51067,"POINT (-79.666666666667 37.1)"
73501,"FAIRVIEW ACRES SERVICE AREA","municipal","Culpeper",51047,"POINT (-78.035277777778 38.426388888889)"
73502,"CRAIGSVILLE SERVICE AREA","municipal","Augusta",51015,"POINT (-79.380555555556 38.079166666667)"
73503,"FALLS CHURCH PLANT","manufacturing","Fairfax County",51059,"POINT (-77.191666666667 38.892222222222)"
73505,"CRESTWOOD PARK SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.0125 37.231388888889)"
73506,"FARMINGDALE SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.040555555556 37.255555555556)"
73507,"ROY F SWANSON","irrigation","Pittsylvania",51143,"POINT (-79.613572 36.852106)"
73508,"BOW CREEK GOLF COURSE","commercial","Virginia Beach",51810,"POINT (-76.087777777778 36.821111111111)"
73509,"CHASE CITY SERVICE AREA","municipal","Mecklenburg",51117,"POINT (-78.458333 36.799444)"
73510,"GLENWOOD GOLF CLUB","commercial","Henrico",51087,"POINT (-77.389166666667 37.551388888889)"
73511,"ALGONKIAN REGIONAL PARK","commercial","Loudoun",51107,"POINT (-77.374877 39.059788)"
73512,"MASSANUTTEN SERVICE AREA","municipal","Rockingham",51165,"POINT (-78.725 38.408333333333)"
73513,"BRIDGEWATER SERVICE AREA","municipal","Rockingham",51165,"POINT (-78.976944444444 38.381388888889)"
73515,"HOLLY HILL FARM CORP","irrigation","Caroline",51033,"POINT (-77.3742179 38.0386076)"
73516,"MOSS NO. 2 PREP/LAUREL MTN MINE","mining","Russell",51167,"POINT (-82.057777777778 36.987222222222)"
73517,"FAIRFAX STATION PLANT","manufacturing","Fairfax County",51059,"POINT (-77.320833333333 38.786944444444)"
73518,"ANDREW LEWIS PLACE SERV AREA","municipal","Roanoke County",51161,"POINT (-80.121666666667 37.283055555556)"
73519,"GLEN FOREST SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.156111111111 37.261666666667)"
73520,"WOODED ACRES SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.062777777778 37.320555555556)"
73521,"DRAKES BRANCH PLANT","manufacturing","Charlotte",51037,"POINT (-78.594444444444 36.997222222222)"
73522,"RIVER RIDGE SERVICE AREA","municipal","Mecklenburg",51117,"POINT (-78.143055555556 36.5775)"
73523,"CARRSVILLE SERVICE AREA","municipal","Isle of Wight",51093,"POINT (-76.825833333333 36.711388888889)"
73524,"VICTORIA WTP","municipal","Lunenburg",51111,"POINT (-78.219444444444 37.009722222222)"
73525,"MANASSAS PLANT","mining","Prince William",51153,"POINT (-77.5225 38.771666666667)"
73526,"CLIFTON FORGE WTP","municipal","Alleghany",51005,"POINT (-79.838333333333 37.848333333333)"
73527,"CORBALIS WATER TREATMENT PLANT","municipal","Fairfax County",51059,"POINT (-77.338611111111 39.060277777778)"
73528,"HERNDON SERVICE AREA","municipal","Fairfax County",51059,"POINT (-77.384166666667 38.97)"
73529,"A.R.C.-FORMER-PINE RIDGE PLANT","manufacturing","Prince William",51153,"POINT (-77.586111111111 38.788888888889)"
73530,"ARLINGTON FOREST SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.006944444444 37.211388888889)"
73531,"ARLINGTON HILLS SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.025 37.209722222222)"
73532,"BROOKWOOD SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.036388888889 37.203888888889)"
73533,"HIGHFIELDS SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.027777777778 37.233888888889)"
73534,"KROGER FOOD STORAGE","commercial","Roanoke County",51161,"POINT (-80.122222222222 37.275)"
73535,"HOMEWOOD SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.021944444444 37.218611111111)"
73536,"LAYMAN LAWN SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.021388888889 37.213611111111)"
73537,"APPALACHIA WTP","municipal","Wise",51195,"POINT (-82.754166666667 36.901388888889)"
73538,"EDSALL ROAD PLANT","manufacturing","Fairfax County",51059,"POINT (-77.1775 38.800833333333)"
73539,"KING GEORGE PLANT - Aggregate Industries","mining","King George",51099,"POINT (-77.285 38.238888888889)"
73540,"Peacock Hill Subdivision","municipal","Albemarle",51003,"POINT (-78.650555555556 38.0375)"
73541,"DONNAGAIL SERVICE AREA","municipal","Rockingham",51165,"POINT (-78.806944444444 38.811666666667)"
73542,"LAKEWOOD SERVICE AREA","municipal","Fauquier",51061,"POINT (-77.711388888889 38.751666666667)"
73544,"BURLINGTON HEIGHT SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.969166666667 37.34)"
73545,"CARVINS MEADOW SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.953611111111 37.35)"
73546,"JEWELL RIDGE WTP","municipal","Tazewell",51185,"POINT (-81.795833333333 37.180277777778)"
73547,"HUTTON BRANCH","municipal","Smyth",51173,"POINT (-81.427777777778 36.853611111111)"
73549,"BETHEL HEIGHTS","municipal","Isle of Wight",51093,"POINT (-99 -99)"
73551,"WARRENTON SERVICE AREA","municipal","Fauquier",51061,"POINT (-77.804166666667 38.721388888889)"
73552,"NORTH SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.9725 37.353611111111)"
73553,"POLAR WATER COMPANY","commercial","Surry",51181,"POINT (-76.966666666667 37.116666666667)"
73554,"MADEIRA SCHOOL","commercial","Fairfax County",51059,"POINT (-77.233333333333 38.973611111111)"
73556,"LAKEVIEW ESTATES SERVICE AREA","municipal","Prince William",51153,"POINT (-77.610277777778 38.79)"
73557,"TOBACCO ROAD FARMS","irrigation","Pittsylvania",51143,"POINT (-79.458824 36.718726)"
73561,"Manassas-Shemin Nurseries","irrigation","Prince William",51153,"POINT (-77.449694 38.757731)"
73562,"WAYNE T HEATH FARMS INC","irrigation","Northampton",51131,"POINT (-75.994422 37.196008)"
73563,"CAMP UPSHUR WTP","commercial","Prince William",51153,"POINT (-77.522222222222 38.623611111111)"
73566,"BACONS CASTLE FARM","commercial","Surry",51181,"POINT (-76.834722222222 37.030555555556)"
73567,"RIVER BEND COUNTRY CLUB","commercial","Fairfax County",51059,"POINT (-77.286917 39.021269)"
73569,"KINGSLAND REACH PLANT","mining","Chesterfield",51041,"POINT (-77.396111111111 37.406388888889)"
73573,"GRETNA WTP","municipal","Pittsylvania",51143,"POINT (-79.358055555556 36.955555555556)"
73575,"NATURAL BRIDGE","commercial","Rockbridge",51163,"POINT (-79.544166666667 37.628611111111)"
73576,"CLINCHPORT SERVICE AREA","municipal","Scott",51169,"POINT (-82.731666666667 36.693333333333)"
73579,"STONEY RUN SERVICE AREA","municipal","Hanover",51085,"POINT (-77.476666666667 37.703055555556)"
73582,"GODWIN'S NURSERY/PENINSULA PRO","irrigation","Accomack",51001,"POINT (-75.6535401 37.7820725)"
73585,"WILLIS WHARF PLANT","manufacturing","Northampton",51131,"POINT (-75.807777777778 37.5125)"
73587,"OYSTER PLANT","manufacturing","Northampton",51131,"POINT (-75.923333333333 37.286388888889)"
73588,"MOSS NO. 3 PREPARATION PLANT","mining","Russell",51167,"POINT (-82.181944444444 36.956666666667)"
73590,"NIAGARA HYDROPOWER PLANT","hydropower","Roanoke County",51161,"POINT (-79.872777777778 37.254722222222)"
73593,"WILLIAM H ROGERS JR","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73595,"FRED M CRISMAN","irrigation","Shenandoah",51171,"POINT (-99 -99)"
73597,"HILLS FARM INC","irrigation","Carroll",51035,"POINT (-99 -99)"
73600,"RIDGECREST SERVICE AREA","municipal","Henrico",51087,"POINT (-77.559444444444 37.594722222222)"
73601,"AVONDALE - HENRICO","municipal","Hanover",51085,"POINT (-77.393333333333 37.5)"
73602,"Wildwood Subd","municipal","Culpeper",51047,"POINT (-77.97339 38.66761)"
73604,"DRYSDALE","municipal","Fauquier",51061,"POINT (-77.83124 38.62389)"
73605,"Pelham Manor","municipal","Culpeper",51047,"POINT (-77.665642 37.698908)"
73607,"FCWA SERVICE AREA","municipal","Fairfax County",51059,"POINT (-77.229166666667 38.805555555556)"
73609,"HIDDEN VALLEY SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.054444444444 37.252222222222)"
73610,"FLINT ROCK FARM","irrigation","Rockingham",51165,"POINT (-78.976424 38.432432)"
73611,"CLAY H KEATTS","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73612,"CULPEPER PLANT","manufacturing","Culpeper",51047,"POINT (-77.958888888889 38.483333333333)"
73613,"Brookwood Manor","municipal","New Kent",51127,"POINT (-77.180277777778 37.518611111111)"
73614,"white oak estates","municipal","Culpeper",51047,"POINT (-78.111228 38.359457)"
73615,"CREEK RUN FARM","irrigation","Augusta",51015,"POINT (-79.3989899 38.1865357)"
73617,"MILL QUARTER PLANTATION","municipal","Powhatan",51145,"POINT (-77.922222222222 37.497222222222)"
73618,"ROBERT T LEWIS SR","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73619,"A.H. Burton","irrigation","Dinwiddie",51053,"POINT (-77.526922 37.14717)"
73620,"FLORA DAIRY","irrigation","Franklin County",51067,"POINT (-79.954524 37.040572)"
73621,"ROLLING OAKS FARM","irrigation","Henrico",51087,"POINT (-77.58222222222 37.69138888888)"
73622,"RODA TIPPLE","mining","Wise",51195,"POINT (-82.834166666667 36.966388888889)"
73623,"MIMOSA PARK SERVICE AREA","municipal","Henrico",51087,"POINT (-77.547777777778 37.635)"
73624,"TIMBER RIDGE SERVICE AREA","municipal","Bedford County",51019,"POINT (-79.441666666667 37.339444444444)"
73625,"RESTON L ANNE AIR CONDITION","commercial","Fairfax County",51059,"POINT (-77.3375 38.964722222222)"
73626,"TANGLEWOOD SHORES-A","municipal","Mecklenburg",51117,"POINT (-99 99)"
73627,"FIVE LAKES (BRANDYWINE)","municipal","New Kent",51127,"POINT (-99 99)"
73628,"GLEBE POINT SERVICE AREA","municipal","Northumberland",51133,"POINT (-76.3625 37.858333333333)"
73629,"Wicomico Ridge","municipal","Northumberland",51133,"POINT (-76.33013 37.88785)"
73630,"NOTTOWAY ACRES AUBDIVISION","municipal","Brunswick",51025,"POINT (-99 99)"
73633,"CLINCHVIEW DAIRIES","irrigation","Russell",51167,"POINT (-99 -99)"
73634,"W J MIDKIFF","irrigation","Halifax",51083,"POINT (-99 -99)"
73635,"T A MIDKIFF","irrigation","Halifax",51083,"POINT (-99 -99)"
73636,"BOBBY L. WILKERSON","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73637,"Orchard Creek at River City Collective","commercial","Waynesboro",51820,"POINT (-78.9125 38.059722222222)"
73639,"WILLIAM B POWELL","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73640,"JAMES B TATUM","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73644,"GLADSTONE SERVICE AREA","municipal","Nelson",51125,"POINT (-78.871363 37.759357)"
73645,"COLONIAL ESTATE MOBILE HOME PK","municipal","Hanover",51085,"POINT (-77.465277777778 37.6875)"
73646,"WALTON FARMS SERVICE AREA","municipal","Montgomery",51121,"POINT (-80.486111111111 37.155555555556)"
73647,"GLEN ADAMS","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73648,"SPEED & BRISCOE TRUCK STOP","commercial","Hanover",51085,"POINT (-77.4475 36.723055555556)"
73650,"DAVID AND LEWIS GREGORY","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73653,"JONES H BARKSDALE JR","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73654,"JAMES N TERRY JR","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73655,"J T CREWS","irrigation","Campbell",51031,"POINT (-99 -99)"
73657,"DAVID R HUTCHERSON","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73658,"GEORGE V CRADDOCK","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73659,"LEWIS A MITCHELL","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73660,"LONG BRANCH SHORES","municipal","Mecklenburg",51117,"POINT (-99 99)"
73663,"AVENHAM\HUNTING HILLS SER AREA","municipal","Roanoke County",51161,"POINT (-79.972222222222 37.2125)"
73664,"PENN FOREST SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.000277777778 37.221111111111)"
73665,"GREEN HAVEN HILLS SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.992777777778 37.231111111111)"
73666,"ROBERT W YEATTS","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73667,"GORDEN WINFIELD, III","irrigation","Sussex",51183,"POINT (-77.569444 36.930573)"
73668,"APPLE TREE VILLAGE S3/STEEPLEC","municipal","Botetourt",51023,"POINT (-79.898888888889 37.351388888889)"
73671,"Kilmon Farm","irrigation","Accomack",51001,"POINT (-75.638962 37.815276)"
73674,"BLACKWATER RIVER WTP","municipal","Franklin County",51067,"POINT (-79.884722222222 37.048055555556)"
73675,"Overlook - 4","municipal","Culpeper",51047,"POINT (-77.665642 37.698908)"
73677,"VIRGINIA INTERNATIONAL RACEWAY","commercial","Halifax",51083,"POINT (-79.200833333333 36.562222222222)"
73679,"EVELYN D MCPHERSON","irrigation","Montgomery",51121,"POINT (-99 -99)"
73682,"IVY HILL FARM","irrigation","Clarke",51043,"POINT (-78.0077777778 39.0997222222)"
73683,"LOVETTSVILLE SERVICE AREA","municipal","Loudoun",51107,"POINT (-77.638888888889 39.275)"
73684,"EAGLE EYRIE WTP","municipal","Bedford County",51019,"POINT (-79.270555555556 37.478611111111)"
73685,"Honey Port Farm","irrigation","Rockingham",51165,"POINT (-78.789253 38.317389)"
73686,"RANIER ESTATES SERVICE AREA","municipal","Hanover",51085,"POINT (-77.3 37.669444444444)"
73688,"FEDERAL EMERGENCY MGMT AGENCY","commercial","Clarke",51043,"POINT (-77.554166666667 39.063888888889)"
73690,"FRANK L BAILEY","irrigation","Lunenburg",51111,"POINT (-99 -99)"
73692,"GOLD LEAF FARMS INC","irrigation","Pittsylvania",51143,"POINT (-79.297878 36.727012)"
73693,"TANGLEWOOD SHORES-L","municipal","Mecklenburg",51117,"POINT (-99 99)"
73694,"SHIRLINGTON PLANT","manufacturing","Arlington",51013,"POINT (-77.084166666667 38.843888888889)"
73695,"GOOCHLAND CT HSE SERVICE AREA","municipal","Goochland",51075,"POINT (-77.885 37.6825)"
73696,"RAMSEY L. TAYLOR","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73700,"BRENTSVILLE HIGH SCHOOL","commercial","Prince William",51153,"POINT (-77.569166666667 38.692777777778)"
73701,"CLAYTOR LAKE STATE PARK","commercial","Pulaski",51155,"POINT (-80.630555555556 37.058333333333)"
73702,"Linsky Plant Farm","irrigation","Chesapeake",51550,"POINT (-99 -99)"
73703,"DAVID SALMONS","irrigation","Virginia Beach",51810,"POINT (-99 -99)"
73704,"THE BOARDWALK","municipal","Franklin County",51067,"POINT (-79.63024520874 37.063919293306)"
73705,"NOTTOWAY PUMPING STATION","municipal","Southampton",51175,"POINT (-77.073611111111 36.718055555556)"
73706,"GREEN MEADOWS","municipal","Fauquier",51061,"POINT (-77.6819041 38.7487189)"
73708,"GOSHEN PLANT","manufacturing","Rockbridge",51163,"POINT (-79.495 37.983888888889)"
73710,"Strange's Garden Center W. Broad St.","irrigation","Richmond City",51760,"POINT (-77.634 37.657)"
73711,"RED HILL QUARRY","mining","Albemarle",51003,"POINT (-78.6 37.958333333333)"
73712,"JOHN L PARKS","irrigation","Accomack",51001,"POINT (-99 -99)"
73713,"Farm Ponds","irrigation","Pittsylvania",51143,"POINT (-79.493903 36.720732)"
73714,"KEENBELL FARMS","irrigation","Hanover",51085,"POINT (-99 -99)"
73716,"COLDSTREAM FARMS","irrigation","Rockingham",51165,"POINT (-78.93309 38.358383)"
73717,"Farm Pond","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
73718,"KENNETH C LITTLE","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
73719,"INTERSTATE DEVELOPMENT EXIT","municipal","Carroll",51035,"POINT (-80.7291666667 36.7625)"
73721,"BLACKSTONE WATER UTILITIES","municipal","Nottoway",51135,"POINT (-77.95 37.036111111111)"
73722,"Spillman Farm","irrigation","Culpeper",51047,"POINT (-99 99)"
73723,"POTOMAC FARMS","municipal","Loudoun",51107,"POINT (-77.4571743 39.0653226)"
